Frequency (Hz)	Level (dB)
800.093079	-57.900448
800.765991	-57.290287
801.438904	-58.507111
802.111816	-57.641785
802.784729	-59.233757
803.457642	-58.518478
804.130554	-58.140015
804.803467	-58.680576
805.476379	-56.561592
806.149292	-58.099995
806.822205	-59.500019
807.495117	-59.412453
808.168030	-59.753265
808.840942	-62.824543
809.513855	-58.196892
810.186768	-60.598072
810.859680	-62.647621
811.532593	-60.473221
812.205505	-60.775074
812.878418	-61.199745
813.551331	-59.688538
814.224243	-60.960560
814.897156	-60.084518
815.570068	-61.908894
816.242981	-64.236618
816.915894	-60.202248
817.588806	-62.057968
818.261719	-63.041080
818.934631	-61.554050
819.607544	-63.999840
820.280457	-63.255978
820.953369	-62.281342
821.626282	-61.993282
822.299194	-60.790306
822.972107	-63.743233
823.645020	-65.635078
824.317932	-63.352852
824.990845	-63.015797
825.663757	-63.581921
826.336670	-64.242744
827.009583	-67.592400
827.682495	-64.195175
828.355408	-65.338333
829.028320	-64.860489
829.701233	-66.005104
830.374146	-65.143158
831.047058	-64.783768
831.719971	-65.510521
832.392883	-66.137108
833.065796	-65.275436
833.738708	-64.104164
834.411621	-66.835815
835.084534	-64.637100
835.757446	-67.691170
836.430359	-65.919655
837.103271	-66.912643
837.776184	-66.065689
838.449097	-66.374840
839.122009	-66.472168
839.794922	-66.493553
840.467834	-67.134155
841.140747	-66.979752
841.813660	-66.966393
842.486572	-66.698364
843.159485	-65.747574
843.832397	-70.311729
844.505310	-68.013779
845.178223	-68.805023
845.851135	-66.837349
846.524048	-68.078087
847.196960	-67.869446
847.869873	-68.819771
848.542786	-70.455025
