Frequency (Hz)	Level (dB)
786.634827	-68.805855
787.307739	-70.881340
787.980652	-68.681061
788.653564	-69.738083
789.326477	-68.704948
789.999390	-70.184174
790.672302	-72.547958
791.345215	-69.883545
792.018127	-69.071739
792.691040	-69.686806
793.363953	-71.250122
794.036865	-70.848167
794.709778	-70.323097
795.382690	-70.108429
796.055603	-70.682304
796.728516	-68.081726
797.401428	-68.855949
798.074341	-70.119392
798.747253	-67.047699
799.420166	-69.224586
800.093079	-68.074654
800.765991	-70.032166
801.438904	-70.057289
802.111816	-68.760864
802.784729	-69.096085
803.457642	-66.299911
804.130554	-67.809647
804.803467	-67.641731
805.476379	-66.867760
806.149292	-69.042084
806.822205	-71.253990
807.495117	-69.776161
808.168030	-68.999840
808.840942	-70.809586
809.513855	-68.500114
810.186768	-68.534828
810.859680	-68.702393
811.532593	-69.691559
812.205505	-69.787903
812.878418	-69.530907
813.551331	-68.789597
814.224243	-68.532433
814.897156	-66.905281
815.570068	-67.240067
816.242981	-69.997871
816.915894	-68.942825
817.588806	-68.756706
818.261719	-67.377556
818.934631	-68.858902
819.607544	-68.998260
820.280457	-67.870789
820.953369	-68.755829
821.626282	-67.551041
822.299194	-67.971237
822.972107	-68.047859
823.645020	-67.805069
824.317932	-67.817780
824.990845	-69.665543
825.663757	-68.051804
826.336670	-67.126152
827.009583	-67.263329
827.682495	-67.197418
828.355408	-68.043114
829.028320	-68.186531
829.701233	-68.870918
830.374146	-68.524597
831.047058	-68.242546
831.719971	-66.060287
832.392883	-69.553871
833.065796	-68.315987
833.738708	-66.637642
834.411621	-67.672234
835.084534	-67.914360
835.757446	-67.195068
836.430359	-67.669670
837.103271	-65.913368
837.776184	-65.142921
838.449097	-66.057800
839.122009	-65.729401
839.794922	-67.729927
840.467834	-67.202576
841.140747	-66.944572
841.813660	-65.178902
842.486572	-64.989944
843.159485	-64.881866
843.832397	-65.410957
844.505310	-65.252571
845.178223	-64.345207
845.851135	-64.513031
846.524048	-64.515053
847.196960	-66.451584
847.869873	-65.055573
848.542786	-65.412399
849.215698	-63.568138
849.888611	-63.703014
