Frequency (Hz)	Level (dB)
825.663757	-65.362465
826.336670	-66.068634
827.009583	-66.868118
827.682495	-64.490372
828.355408	-65.169022
829.028320	-64.936119
829.701233	-67.385727
830.374146	-64.822548
831.047058	-64.485039
831.719971	-66.084839
832.392883	-65.352287
833.065796	-65.367920
833.738708	-63.520348
834.411621	-65.310791
835.084534	-62.795967
835.757446	-63.757271
836.430359	-63.379520
837.103271	-64.536102
837.776184	-62.848305
838.449097	-63.468674
839.122009	-62.884735
839.794922	-63.523838
840.467834	-63.389561
841.140747	-62.663792
841.813660	-62.482121
842.486572	-61.999290
843.159485	-61.198399
843.832397	-63.773827
844.505310	-62.877365
845.178223	-63.620022
845.851135	-61.430641
846.524048	-61.380070
847.196960	-61.624126
847.869873	-62.076790
848.542786	-61.565666
849.215698	-60.955795
849.888611	-61.338085
